original_language,original_title,overview,popularity,release_date,runtime,tagline,title,vote_average,vote_count,price
en,Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb,"Insane General Jack D. Ripper initiates a nuclear strike on the Soviet Union. As soon as the actions of General ""Buck"" Turgidson are discovered, a war room full of politicians, generals and a Russian diplomat all frantically try to stop the nuclear strike. Near the end is a scene that is probably the most uniquely unforgettable performance of Slim Pickens in his movie career. Peter Sellers plays multiple roles in this film.",9.80398,29/01/1964,95,The hot-line suspense comedy,Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb,8,1472,7.99
en,Trainspotting,"Renton, deeply immersed in the Edinburgh drug scene, tries to clean up and get out, despite the allure of the drugs and influence of friends.",19.348466,23/02/1996,93,Choose life.,Trainspotting,7.8,2737,7.99
en,Stonewall,A group of homosexual people try to live with dignity and self-respect while events build to the opening battle in the major gay rights movement.,0.940228,01/10/1995,99,The fight for the right to love,Stonewall,7.2,10,6.99
en,The Godfather,"Spanning the years 1945 to 1955, a chronicle of the fictional Italian-American Corleone crime family. When organized crime family patriarch, Vito Corleone barely survives an attempt on his life, his youngest son, Michael steps in to take care of the would-be killers, launching a campaign of bloody revenge.",41.109264,14/03/1972,175,An offer you can't refuse.,The Godfather,8.5,6024,7.99
en,Mother Night,"An American spy behind the lines during WWII serves as a Nazi propagandist, a role he cannot escape in his future life as he can never reveal his real role in the war.",6.038784,01/11/1996,114,The truth is more shocking than the uniform he wears... HE WAS AN AMERICAN SPY.,Mother Night,7.1,13,6.99
en,The Philadelphia Story,"Philadelphia heiress Tracy Lord throws out her playboy husband C.K. Dexter Haven shortly after their marriage. Two years later, Tracy is about to marry respectable George Kittredge whilst Dexter has been working for ""Spy"" magazine. Dexter arrives at the Lord mansion the day before the wedding with journalist Mike Connor and photographer Liz Imbrie, determined to spoil things.",8.888069,05/12/1940,112,Broadway's howling year-run comedy hit of the snooty society beauty who slipped and fell - IN LOVE!,The Philadelphia Story,7.7,196,7.99
en,Singin' in the Rain,"In 1927 Hollywood, Don Lockwood and Lina Lamont are a famous on-screen romantic pair in silent movies, but Lina mistakes the on-screen romance for real love. When their latest film is transformed into a musical, Don has the perfect voice for the songs, but strident voice faces the studio to dub her voice. Aspiring actress, Kathy Selden is brought in and, while she is working on the movie, Don falls in love with her.",11.064858,10/04/1952,103,What a Glorious Feeling!,Singin' in the Rain,7.9,747,7.99
en,Breakfast at Tiffany's,"Fortune hunter Holly Golightly finds herself captivated by aspiring writer Paul Varjak, who's moved into her building on a wealthy woman's dime. As romance blooms between Paul and Holly, Doc Golightly shows up on the scene, revealing Holly's past.",10.879289,05/10/1961,110,"Audrey Hepburn plays that daring, darling Holly Golightly to a new high in entertainment delight!",Breakfast at Tiffany's,7.6,1082,7.99
en,Vertigo,"A retired San Francisco detective suffering from acrophobia investigates the strange activities of an old friend's wife, all the while becoming dangerously obsessed with her.",18.20822,09/05/1958,128,Alfred Hitchcock engulfs you in a whirlpool of terror and tension!,Vertigo,8,1162,7.99
en,Rear Window,"Professional photographer L.B. ""Jeff"" Jeffries breaks his leg while getting an action shot at an auto race. Confined to his New York apartment, he spends his time looking out of the rear window observing the neighbors. He begins to suspect that a man across the courtyard may have murdered his wife. Jeff enlists the help of his high society fashion-consultant girlfriend Lisa Freemont and his visiting nurse Stella to investigate.",17.911314,01/08/1954,112,It only takes one witness to spoil the perfect crime.,Rear Window,8.2,1531,7.99
en,It Happened One Night,"Ellie Andrews has just tied the knot with society aviator King Westley when she is whisked away to her father's yacht and out of King's clutches. Ellie jumps ship and eventually winds up on a bus headed back to her husband. Reluctantly she must accept the help of out-of- work reporter Peter Warne. Actually, Warne doesn't give her any choice: either she sticks with him until he gets her back to her husband, or he'll blow the whistle on Ellie to her father. Either way, Peter gets what he wants... a really juicy newspaper story!",6.465257,22/02/1934,105,TOGETHER... for the first time,It Happened One Night,7.7,283,7.99
en,Gaslight,"In the late 19th century, Paula Alquist is studying music in Italy, but ends up abandoning her classes because she's fallen in love with the gallant Gregory Anton. The couple marries and moves to England to live in a home inherited by Paula from her aunt, herself a famous singer, who was mysteriously murdered in the house ten years before. Though Paula is certain that she sees the house's gaslights dim every evening and that there are strange noises coming from the attic, Gregory convinces Paula that she's imagining things. Meanwhile, a Scotland Yard inspector, Brian Cameron, becomes sympathetic to Paula's plight.",14.545058,04/05/1944,114,Strange drama of a captive sweetheart!,Gaslight,7.2,73,6.99
en,The Gay Divorcee,"Guy Holden falls for Mimi Glossop without knowing she's married. She's trying to get a divorce, so her dizzy aunt and incompetent lawyer hire a professional correspondent to pose as her lover. When Guy unknowingly gives Mimi the code phrase, she thinks he's the faux beau; and she confuses his genuine interest for part of the act.",2.863935,12/10/1934,107,The King and Queen of 'Carioca',The Gay Divorcee,7.2,17,6.99
en,North by Northwest,"Advertising man Roger Thornhill is mistaken for a spy, triggering a deadly cross-country chase.",12.410427,07/07/1959,136,It's a deadly game of 'tag' and Cary Grant is 'it'...,North by Northwest,7.8,1062,7.99
en,The Apartment,"Bud Baxter is a minor clerk in a huge New York insurance company, until he discovers a quick way to climb the corporate ladder. He lends out his apartment to the executives as a place to take their mistresses. Although he often has to deal with the aftermath of their visits, one night he's left with a major problem to solve.",11.994281,15/06/1960,125,"Movie-wise, there has never been anything like it - laugh-wise, love-wise, or otherwise-wise!",The Apartment,8.1,498,7.99
en,Some Like It Hot,"Two musicians witness a mob hit and struggle to find a way out of the city before they are found by the gangsters. Their only opportunity is to join an all-girl band as they leave on a tour. To make their getaway they must first disguise themselves as women, then keep their identities secret and deal with the problems this brings - such as an attractive bandmate and a very determined suitor.",11.845107,18/03/1959,122,The movie too HOT for words!,Some Like It Hot,8,835,7.99
en,Charade,"After Regina Lampert falls for the dashing Peter Joshua on a skiing holiday in the French Alps, she discovers upon her return to Paris that her husband has been murdered. Soon, she and Peter are giving chase to three of her late husband's World War II cronies, Tex, Scobie and Gideon, who are after a quarter of a million dollars the quartet stole while behind enemy lines. But why does Peter keep changing his name?",7.098731,05/12/1963,113,Is anyone really who they seem to be?,Charade,7.7,351,7.99
en,Casablanca,"In Casablanca, Morocco in December 1941, a cynical American expatriate meets a former lover, with unforeseen complications.",13.916101,26/11/1942,102,They had a date with fate in Casablanca!,Casablanca,7.9,1462,7.99
en,The Maltese Falcon,"A private detective takes on a case that involves him with three eccentric criminals, a gorgeous liar, and their quest for a priceless statuette.",5.782544,18/11/1941,100,A story as EXPLOSIVE as his BLAZING automatics!,The Maltese Falcon,7.8,435,7.99
en,My Fair Lady,A misogynistic and snobbish phonetics professor agrees to a wager that he can take a flower girl and make her presentable in high society.,12.494394,21/10/1964,170,The loverliest motion picture of them all!,My Fair Lady,7.4,361,6.99
en,Sabrina,"Linus and David Larrabee are the two sons of a very wealthy family. Linus is all work -- busily running the family corporate empire, he has no time for a wife and family. David is all play -- technically he is employed by the family business, but never shows up for work, spends all his time entertaining, and has been married and divorced three times. Meanwhile, Sabrina Fairchild is the young, shy, and awkward daughter of the household chauffeur, who has been infatuated with David all her life, but David hardly notices her -- ""doesn't even know I exist"" -- until she goes away to Paris for two years, and returns an elegant, sophisticated, beautiful woman. Suddenly, she finds that she has captured David's attention, but just as she does so, she finds herself falling in love with Linus, and she finds that Linus is also falling in love with her.",7.359741,28/09/1954,113,...the chauffeur's daughter who learned her stuff in Paris,Sabrina,7.4,284,6.99
en,Roman Holiday,"Overwhelmed by her suffocating schedule, touring European princess Ann takes off for a night while in Rome. When a sedative she took from her doctor kicks in, however, she falls asleep on a park bench and is found by an American reporter, Joe Bradley, who takes her back to his apartment for safety. At work the next morning, Joe finds out Ann's regal identity and bets his editor he can get exclusive interview with her, but romance soon gets in the way.",11.954806,02/09/1953,119,Romance in romantic Rome!,Roman Holiday,7.8,502,7.99
